Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,Water_Level_m,Water_Demand_L/ha
27.483570765056164,55.76240317977297,59.64515808538334,42.848651753116066,11.044858743000455,1822.9591073430458
24.308678494144075,55.46585891616146,70.83501610839042,44.51016144389535,10.849970777607,1686.8968749019762
28.23844269050346,42.04356827369985,62.07856816864572,45.964423178813725,7.190440462583526,1794.7317811787036
32.61514928204013,56.69909808298563,83.31254140838358,59.2029219246927,11.738752665291216,1643.7110593519576
23.829233126383322,67.32829081821745,115.91535594385738,33.79174037269885,5.5297519732701454,1559.090479081391
23.8293152152541,47.25767880923205,56.86873528576386,32.3047951273101,8.037447022719014,1869.1946766031615
32.896064077536955,70.48482651050593,110.02461493305242,63.54929613214463,4.002736561306577,1472.3052455640309
28.837173645764544,64.87774821084338,56.54983782959337,38.06032887178053,14.675879550888444,1913.390995049519
22.65262807032524,52.657666780289624,54.571183625093475,26.054469696344007,9.305351518164114,1919.6519463175975
27.712800217929825,58.584703626621526,104.5578385502964,37.72305086850195,16.500652104448935,1654.236302922095
22.682911535937688,75.98321807641034,107.65809134022851,40.049208971339986,12.408849779558485,1514.875684304211
22.671351232148716,67.33547813505866,105.54229810287963,68.32444091588647,11.344294640053073,1242.4711249697116
26.20981135783017,60.08783654898148,40.526077753455766,58.872393185651056,8.241316917157002,1732.841906532814
15.43359877671101,57.623166830390154,66.02147065783848,62.212809249483634,6.8609498929377395,1356.4365297501913
16.375410837434835,60.76609070451659,104.68965776009964,57.29960463520179,11.568914721690836,1231.0638815961806
22.188562353795135,54.88236442057696,81.24625521691684,59.19365507422971,9.785457972181053,1445.6034202490214
19.93584439832788,38.95250494280985,47.78921461407607,34.678768101295226,5.982189053544097,1812.9831338832248
26.571236662976368,80.42177910534731,93.74953817376326,42.02096766969773,5.449424750475044,1642.4673656937337
20.459879622393945,61.553249991994015,58.555782230255886,30.151270304646765,7.123888812569248,1814.9059782501317
17.938481493323543,63.981472651225374,133.83574545176637,41.8426795419445,15.462901675798692,1271.164107188194
32.32824384460777,59.42092250123091,126.34524387254775,55.261574864021114,16.639833754033912,1462.2229088892054
23.871118497567323,52.64883199275412,98.12292279066702,47.018749272183705,10.61496744192673,1516.6202632761742
25.33764102343962,58.140755190512294,120.8302011430932,64.67221228440442,10.446828388723866,1255.8796919092822
17.87625906893272,44.006052378056886,81.94374050370143,27.878763116591713,8.991038884511436,1669.0188476942303
22.278086377374088,82.77086498053305,102.96312483125047,52.503575260473596,7.196543955071493,1405.7103507864933
25.55461294854933,47.654880015776044,124.33160885906224,26.27545797196023,14.125537172821732,1626.679634956073
19.245032112888488,49.68033716152821,87.36496045382938,46.412647037604636,15.620729181691408,1483.9493696125764
26.87849009172836,55.597407956135996,72.34438485457149,56.10500133834718,7.319742742482143,1614.7978641782381
21.996806550405974,72.88075724852378,28.861341254686522,41.78246149763671,9.751484864726196,1877.8048097583196
23.541531251033618,60.14508999262654,77.50599422835518,53.266899061304336,8.650401097869496,1550.6316632658531
21.991466938853016,47.63864203969538,104.70269553686934,30.60401497750599,8.73928277540507,1610.2757113176535
34.26139092254469,72.54338360757339,108.3690028270289,20.044650327054256,13.557724766289587,1942.9363010452068
24.93251387631033,67.31000626785482,95.13095197155229,53.355444337317046,6.064115363901635,1489.4410742952746
19.711445355220498,65.38434957216452,63.76102715113281,71.16015351113599,11.399409072808918,1363.822236237386
29.112724560515943,67.1573424117084,20.695352931572288,30.059325897451618,12.184714321917596,2178.184467577941
18.895781750144888,83.9436190058245,65.14354705985795,63.33291270160193,9.573546479194542,1418.8687726875885
26.044317975023777,81.85094895036113,70.86965386838146,45.65135113224616,12.679203480960318,1710.0245788361067
15.201649380601122,53.13284656996704,70.61213098429957,24.96462717460386,10.442955521612351,1701.326060944486
18.359069755507846,76.23884992811152,98.55669070933773,28.027420479717563,13.651389763468337,1594.1237367662927
25.984306179345616,63.831681897589,139.5702923304452,45.23677160040975,5.433384085222437,1369.4669459305887
28.692332899977053,64.99095816137749,83.70587605523279,38.933065681138444,8.953674216979392,1765.9866209119928
25.85684140594985,43.07729168356671,73.49804632530615,25.306305348626413,9.784560571446896,1896.5835430062023
24.421758588058797,58.29614234611804,72.22334560987723,19.589410781618923,1.9833778465859524,1931.4243358956005
23.494481522053555,51.87176409663435,83.73154300723142,32.29921008110241,6.742141799264395,1728.2398145938896
17.607390048162863,68.28058814893309,55.15118718954803,47.90713512496677,7.559202236923641,1597.3205137658492
21.400778958026457,70.71080500402805,83.60595676238165,44.90398871095293,12.844617984470048,1560.9459082390915
22.696806145201062,39.255136489836886,93.52437008995399,37.481430637498825,7.8794699610561985,1611.499966079263
30.285611131094576,59.7796513599573,86.29058190723464,48.02830791437224,7.545763038082069,1693.9762339419958
26.71809144784231,71.21861504794252,93.72625802014343,60.60040079794031,12.452457341968575,1459.7265308767257
16.18479922318633,58.13321037686555,93.01242828045606,50.91189765651222,5.1462680626298365,1349.514866496324
26.620419846973974,67.29063645002364,26.843099532606686,43.18036992915629,3.786267797669284,1966.3891999848831
23.074588597918417,63.511654676270844,99.10610475186209,58.921080099910334,8.91522309979196,1376.7504471999546
21.615389998470206,63.41660231952626,59.86955463012639,30.602245466755576,5.656879695764934,1826.9375721512165
28.05838144420434,57.286850219317024,47.124825109881264,41.62620690666972,5.770962116021053,1909.2814342679833
30.154997612479754,47.834191958642904,46.86644516435011,41.98368096599448,11.720301375063945,1948.9309167678994
29.656400595580994,48.784698525749725,93.00624831417588,26.44570112335732,12.627921513737737,1863.6397591071673
20.803912383886807,67.09352514455317,73.32275218325441,38.70188756573464,12.366592647556375,1662.4456111041177
23.453938120743928,60.19458255518883,29.54093648043768,13.875604786570456,13.326329980921699,2182.6180321469856
26.65631715701782,58.614877553927755,94.3411344557685,73.6826707149443,13.723402960044405,1324.593963712071
29.877725635611796,55.76109957677647,36.81175607603518,30.938793173455306,3.6142293735192075,2104.107800597507
22.60412881077355,56.94811154519248,84.19464075554633,68.79171197131967,11.3512358797884,1343.1922527245426
24.071705116680914,70.46911794488139,87.15496777019162,45.571267585792384,8.411175401291324,1589.9465876247364
19.46832512996986,56.647559181319735,106.56731245085135,53.472961982339385,7.757727262028691,1321.8003205217467
19.018966879596647,46.58935286698431,133.45054359400555,37.668003024736024,11.681243896626116,1336.4465893745448
29.062629111970992,67.43651775540174,39.05971022298375,48.118945379425114,4.809113560312745,1904.76457733025
31.781200142854114,57.95123336135283,78.42578431810851,54.75734459982654,4.74667418238304,1695.9216352682743
24.63994939209833,60.31395865532777,71.70994114867348,54.968286215912734,11.90071823224515,1584.5664199394719
30.01766448946012,76.0757830639951,93.01249057882887,56.62160085111536,11.463358052532694,1569.0748283839043
26.80818012523817,59.794394426494925,86.47006312800856,39.47500934941235,10.41019796761453,1709.0631933705968
21.77440122697438,62.891836731187254,69.4236127179014,37.79460491262967,7.360259785830589,1710.4239118236837
26.80697802754207,48.210765087016746,66.77293434167433,21.087355120985947,12.231488903746373,1991.4013376326102
32.690182832329846,57.8033054764904,46.506474344478576,52.84828516765405,12.040908676181427,1892.7884332476635
24.820869804450243,66.09526045208601,109.63584747219528,61.23568066985164,10.255913545142363,1335.881352029512
32.82321827907003,44.446262661587575,93.77612544798588,69.23972519876895,6.468036876190686,1495.186486353782
11.901274479551278,62.00845093115709,107.53304593385411,49.57758951870762,8.724254962811479,1204.5843647346787
29.10951252187612,61.00791072644806,70.68811590573459,33.50280340637146,12.513501032573329,1893.721636845135
25.435235341190857,60.412874555874396,60.29493593916709,19.54355785065817,13.98157366840536,2011.7944486213999
23.504963247670663,70.37158898658242,47.65054800112316,60.62500099625026,9.020390189871014,1625.596514985295
25.45880388267751,63.344385148485216,90.76752751221979,18.055851498336967,9.250981096575213,1874.7799251090817
15.062155426995536,74.78071898356444,48.80620326415296,39.8909388338435,9.514932675924817,1658.3027038807109
23.90164056081244,50.06410484405964,135.4598920689965,41.635397580845314,10.824679026732916,1384.3793750628133
26.78556285755873,61.35924567218348,40.770722567196785,43.95817293223471,8.256798099819928,1892.2759149928436
32.38947022370758,60.844667863899474,88.20980357637505,45.537039000537604,1.3174448272852484,1751.3699965869005
22.40864890863176,49.3074550624492,127.00564121641358,47.072213345513624,13.57830700494129,1342.4226386354312
20.95753198553406,69.56295002091346,97.97269277791428,8.769551068822054,15.384066841487648,1841.5916651328891
22.491214782077318,83.24673305852818,85.27021137475339,45.2198386480519,8.162800421182862,1571.2748522872603
29.57701058851037,59.82993925516169,50.945490591143134,11.556366388321841,6.800039893243678,2221.2490949312732
26.643755548298422,65.05021088273767,38.54692434296888,55.98327109636492,9.588698432829334,1780.3077782874748
22.351198981164806,60.84518475815327,103.10150326752758,36.673122662945815,9.437488348813682,1564.7852366562001
27.56633716556678,52.864153300928244,125.1844172232484,12.644449121649743,12.986555731488878,1798.960165978596
25.4853877467402,41.79239722197984,66.83450028565485,32.78692983921936,10.163918324935114,1847.6659551143362
29.843224952664446,52.94226516904635,45.82815477150947,36.448869912230194,7.622131508886451,2003.2350260734397
21.489734530613237,46.08041619048269,6.254917083529449,62.860494263325066,6.0447716483258525,1769.9151625613667
23.361689267011158,77.04102078059118,50.57705469012387,47.94956612625367,12.596902554459021,1734.852850627067
23.039459234339212,58.84890306076761,76.5902947250288,50.166674165258705,11.79853372349275,1576.1709694090532
17.682425259339407,56.54080670952829,127.97369722510203,62.718324513309014,13.181679634275456,1086.5967739281878
26.48060138532288,68.89153824787806,100.19401076698905,43.55783568113266,7.095439747836719,1593.0636170601858
26.305276360899448,48.78248897144112,89.1525621412026,56.31281941548605,15.515310698584987,1517.2145223571156
25.025567283212304,52.331359619954476,67.99641016096606,55.25791670897988,4.768916478828289,1607.9501277696168
23.827064333124266,60.68072269248621,62.50502848232131,25.702957596458816,12.128803064204439,1906.9865682862908
